</s>
是_v	并非_v
孙琳_np	万世成_np 李放_np 刘红艳_np 张湘忆_np 刘晓静_np 谢磊_np 连立新_np 刘婷_np 高巍_np 戴晓宇_np 常雪梅_np 王新玲_np 刘倩_np 程宏毅_np
华而不实_id	千篇一律_id 彻头彻尾_id 人云亦云_id
一月份_t	去年_t 年初_t 五月份_t 四月份_t 三月份_t 中旬_t 二月份_t 十月份_t 年初时_t 今年_t 八月份_t 下旬_t 元月_t
防长_n	国防部长_n
鼓山_ns	永泰_ns 关山_ns
家国_n	信仰_n 情怀_n 气节_n
气管炎_n	肺心病_n 间质性_n 咽喉炎_n 支气管炎_n 扁桃体炎_n 哮喘_n 支气管_n 肺气肿_n 肺病_n 鼻窦炎_n 咽炎_n
扣球_n	拦网_n 吊球_n
安营扎寨_id	热闹非凡_id 游人如织_id 人声鼎沸_id 三三两两_id 人头攒动_id 四面八方_id
任勇_np	吕征宇_np 祁玉民_np 颜景辉_np
俏_v
三连冠_id
电子战_n	导弹_n 海基_n 高炮_n 地空导弹_n 宙斯盾_n 舰载机_n 空天_n 核导弹_n
河底_n	暗渠_n 坝体_n 湖底_n 泥沙_n 引水渠_n
制伏_v	拒捕_v 抢匪_v 制服_v 行凶_v 擒住_v 持刀_v 逃走_v 逃跑_v
锡城_ns	扬城_ns 岛城_ns 杭城_ns 甬城_ns 泰城_ns 申城_ns 沈城_ns 洪城_ns
金靴_np	多特蒙德_np 德甲_np 英超_np 拜仁_np
计算中心_n	云_n 科技园_n 科技城_n 平台_n
押注_v	落空_v 赌注_v
淘宝店_n	卖家_n 店主_n 熟客_n 店铺_n 生意_n 网店_n
远征军_n	工农红军_n
相容_v	个人化_v 摒弃_v 赋予_v
威斯康星州_ns	得克萨斯州_ns 印第安纳州_ns 宾夕法尼亚州_ns 弗吉尼亚州_ns 纽约州_ns 俄亥俄州_ns 犹他州_ns 伊利诺伊州_ns 佛罗里达州_ns 密苏里州_ns 佛州_ns 新泽西州_ns
白痴_n	疯子_n 意思_n
车轴_n	刹车盘_n 轮胎_n 钢圈_n 刹车片_n 传动轴_n 排气管_n
暖暖的_a	淡淡_a 和煦_a 浅浅_a 淡淡的_a
心生_v	唏嘘_v 捧腹_v 令_v 扼腕_v
不期而至_id	来势汹汹_id 狂风暴雨_id 百年不遇_id 突如其来_id
运营部_n	销售部_n 企划部_n 产品部_n 业务部_n 监事长_n 总裁_n 总经理_n 财务部_n 管理部_n 总监_n 服务部_n 营销部_n 研发部_n
油种_n	菜籽油_n 汽柴油_n 成品油_n 汽柴_n 价格_n 零售价_n
糯米网_n	用户量_n 团购网站_n ＱＱ网_n 用户群_n 美团网_n 搜索引擎_n
拱形_n	砖墙_n 顶端_n 弧形_n 方形_n 圆形_n 半圆形_n 鹅卵石_n 长方形_n
日线_n	大盘_n 缩量_n Ｋ线_n 阴线_n 均线_n 股指_n 周线_n 日Ｋ线_n 综指_n 期指_n
大雁_n	芦苇_n
忠厚_a	豪爽_a 耿直_a 善良_a 本分_a 仗义_a 正直_a
盯上_v	下手_v 抢走_v 擒住_v
殖民主义_n	乱局_n 民族主义_n 自由主义_n 野心_n
临场_v	拦防_v
峭壁_n	怪石_n 小径_n 山脚_n 山峰_n 群山_n 山顶_n 山势_n 绝壁_n
前赴后继_id	前仆后继_id
舌战_v	ＰＫ_v
张玉凤_np	少奇_np 胡乔木_np 汪东兴_np 毛泽东_np 杨尚昆_np 张春桥_np 彭真_np 姚文元_np 陈永贵_np 江青_np 胡耀邦_np
油锅_n	开水_n 沸水_n 锅_n
脸孔_n
亚豪_n	中指院_n 价环_n
红梅_n	歌谣_n
方芳_np	吴凡_np 曾俊_np 林芳_np 范协洪_np
娇贵_a
居庸关_ns	八达岭_ns 网沧州_ns 网廊坊_ns 阴山_ns
歌者_n	歌喉_n 和声_n 歌词_n 民谣_n 嗓音_n 曲调_n 唱段_n 唱腔_n
扼腕叹息_id	不寒而栗_id
养父_n	弟弟_n 儿子_n 父亲_n 母亲_n 女儿_n 祖父母_n 父母_n
劝诫_v	劝酒_v 劝阻_v 劝导_v 劝告_v 告诫_v 规劝_v
挂图_n	宣传栏_n 宣传册_n 板报_n 宣传板_n 明白纸_n 宣传单_n 彩页_n 宣传画_n 展板_n 宣传品_n 教育片_n
内勤_n	工商所_n 财务科_n 税务所_n 助理员_n 财政所_n
草害_n	蚜虫_n 病虫害_n 虫害_n 作物_n 病虫_n 田块_n 鼠害_n
附录_n	序言_n 专著_n 著作_n 手稿_n
努尔_np	冯健身_np 危朝安_np
吉祥如意_id	诗情画意_id
周波_np	胡敏_np 王学军_np 周勇_np
就业者_n	退休金_n 失业者_n 救济金_n 工薪族_n 退休者_n 低收入者_n
维埃里_np	巴乔_np 克鲁伊维特_np 范德萨_np 托蒂_np 罗纳尔多_np 范尼_np
酷爽_a	欢畅_a 酣畅_a 超爽_a 畅快_a 激爽_a 畅爽_a
利东郡_ns	金茂府_ns
铺展_v	描绘_v
离婚证_n	证件_n 身份证_n 户口本_n 结婚证_n 公证书_n
柳林_n
沅陵_ns	汝城_ns 罗田_ns
锦囊_n	铜币_n 神装_n 宝箱_n 礼包_n 道具_n
避税_v	偷税_v 逃税_v
摇摆不定_id	举棋不定_id
实德_nz	国安_nz 鲁能_nz
姚笛_np	甘婷婷_np 张俪_np 贾青_np
燃油_a
物欲横流_id
衣襟_n	小手_n 小家伙_n
国风_n	回合制_n ３Ｄ网_n 格斗网_n ＰＫ网_n
总称_n	胆碱_n 化合物_n 胺_n
经济部长_n	上议院_n 总理_n 财政部长_n 卫生部长_n 政府部长_n
举牌_n	竞买人_n 竞拍人_n 助威团_n
乐东_ns	文昌_ns 保亭_ns 万宁_ns 琼海市_ns 五指山_ns 琼海_ns 澄迈_ns 文昌市_ns 临高_ns 昌江_ns
急危重症_id
牛有成_np	赵凤桐_np 吕锡文_np 鲁炜_np 李士祥_np 凌成兴_np
王珂_np	邓婕_np 叶静_np 韩雨芹_np
血本_n	大钱_n 老本_n
超级大国_n	大国_n 国力_n 殖民地_n 列强_n 小国_n
香河县_ns	兴隆县_ns 舟曲_ns
荒谬_n	美丑_n 谬误_n
争金夺银_id
王剑_np	杨洪涛_np 熊金超_np 段博_np 蔡福津_np 郭强_np 郑良_np
民宿_n	客栈_n
红疹_n	症状_n 皮疹_n 水疱_n 鼻塞_n 红斑_n
高勇_np	文文_np 李婧_np
避风港_ns	南沙群岛_ns 南威岛_ns
拉赫曼_np	哈立德_np 易卜拉欣_np 哈桑_np 奥马尔_np 侯赛因_np 穆斯塔法_np 哈米德_np 马吉德_np
乳化_v	穿刺_v 镇痛_v 结肠_v
飞信_n	语音_n Ｗｉ－Ｆｉ_n 交换机_n 客户端_n ２Ｇ_n 天翼_n 离线_n
索非亚_ns	伊斯兰堡_ns 安卡拉_ns
滋阴_v	养胃_v 补益_v 活血_v 润肺_v
采油_v	综采_v
单件_n	标价_n 超低价_n 品类_n 抵用券_n 赠品_n 主材_n
突出症_n	关节_n 髋关节_n 肩周炎_n 骨质增生_n 骨关节_n 头颈部_n 腰椎病_n 骨病_n 腰椎间盘_n 颈椎病_n 退行性_n 脊柱_n
汶上县_ns	泗水县_ns 安丘市_ns 单县_ns 垦利县_ns 平原县_ns
王芸_np	胡蓉蓉_np
马扎区_ns	大马士革_ns 塔德蒙_ns
镜框_n	边框_n 纽扣_n 花纹_n 领口_n 镜面_n 尖头_n 眼镜_n
白立忱_np	孙家正_np 王兆国_np 张榕明_np 林文漪_np 杜青林_np 郑万通_np 李金华_np 邢元敏_np 陈秀榕_np 厉无畏_np 罗富和_np 桑国卫_np 陈昌智_np 蒋树声_np
雨过天晴_id	倾盆大雨_id
龙纹_n	地宫_n 宝藏_n 宝物_n 现世_n
规划院_n	规划司_n 测绘局_n 资源所_n 保护厅_n 国土_n
滦河_ns	沱江_ns 漓江_ns 黄河_ns 永定河_ns 大清河_ns 汉江_ns 澜沧江_ns 涪江_ns
男男性_n	弓形虫_n 乙肝_n 感染者_n 艾滋病毒_n 行为者_n
湖湘_n	瑰宝_n 文化_n 朱子_n 根亲_n 儒家_n 内涵_n 广府_n
微单_n	强机_n 徕卡_n 机皇_n 款手机_n ＬＧ_n ＸＴ_n Ｘ_n 佳能_n 核手机_n 卡片机_n
星辉_np	陈楚生_np 张雨绮_np
世纪大厦_ns	彩田路_ns
频颈行_n
本数_n	天数_n
思铭_n	昊锐_n 思域_n 雅阁_n 瑞麒Ｘ_n 荣威_n
王小平_np	李智_np 李红_np
鼻烟壶_n	瓷器_n 砚台_n 银器_n 摆件_n 青花_n 紫檀_n 铜镜_n
纵隔_v
法务省_ni	总务省_ni 共同社_ni 外务省_ni 厚生劳动省_ni
空防_n	特情_n
大分县_ns	熊本县_ns 福冈县_ns 茨城县_ns
林芸_np	慈金玲_np 方亚儿_np
王征_np	张庆鹏_np 周海滨_np 龚松林_np
金滉植_np	梅德韦杰夫_np 莫法兹_np 英拉_np 马利基_np 罗戈津_np 詹祖里_np
曲星_n	联合公报_n 国际法_n 越方_n
联络室_n	街镇_n 司法所_n 联络站_n 联络员_n 机关_n 检察室_n 检务_n
旅星_nz	华策_nz
沙棘_n	马铃薯_n 牧草_n 饲草_n 种植区_n 烟叶_n 茶树_n 油茶_n 烤烟_n
张兵_np	王强_np 郭亚佩_np
卡西欧_ns
福塞特_np
馍颈行_n
颊檬_n
服务圈_n	文化室_n 服务点_n 卫生站_n 服务站_n 社区_n 服务室_n 村居_n
佐治亚州_ns	德克萨斯州_ns 堪萨斯州_ns 华盛顿州_ns 佛罗里达州_ns 犹他州_ns 威斯康星州_ns 得克萨斯州_ns 阿肯色州_ns 亚利桑那州_ns 内华达州_ns 加利福尼亚州_ns 加州_ns 田纳西州_ns 印第安纳州_ns 新泽西州_ns
Ｈ_v
囤积_n	猪油_n 一定量_n
诺瓦克_np	安东尼_np 基德_np 邓肯_np
枯树_n	树叶_n 藤蔓_n 树干_n
不大不小_id
魏晋_t	唐代_t 明末清初_t 晚清_t 北宋_t 汉朝_t 唐朝_t 唐宋_t 南宋_t
南阳路_ns	嵩山路_ns 中原路_ns 北园_ns 城东路_ns 黄河路_ns 北环路_ns 纬五路_ns 东风路_ns 花园路_ns
官话_n	空话_n 大道理_n 套话_n
纺织厂_n	水泥厂_n 塑料厂_n 女工_n 机械厂_n 舞钢_n 家属院_n 煤场_n
薄一波_np	宋任穷_np 李先念_np 项英_np 罗瑞卿_np 李维汉_np 瞿秋白_np 杨尚昆_np 李立三_np 习仲勋_np 李富春_np 彭真_np 华国锋_np
机关报_n	劳动党_n
清茶_n	咸味_n 甜品_n 花茶_n 芳香_n 茶_n 酒香_n 清香_n
聆讯_v	审_v 起诉_v 开审_v 递交_v 准许_v 撤回_v 裁决_v
进口酒_n	名酒_n 酒品_n 酒_n
地窖_n	尸体_n 墓穴_n 头骨_n 坑_n 木炭_n 遗骸_n
领教_v
金星焕_np	柳佑益_np 穆阿利姆_np 阿法纳西耶夫_np 金宽镇_np 利伯曼_np
小雅_np
虎妈_n	禽兽_n 调皮_n
骨灰盒_n
气格_n	装饰条_n 前格栅_n 气格栅_n 气口_n 尾灯_n 前脸_n Ｃ柱_n 尾部_n 进气口_n 侧裙_n 雾灯_n 前灯_n
官府_n	贡品_n 朝廷_n
闭塞_v	病变_v
大婚_n
窥见_v	反讽_v 隐藏_v
在所不惜_id
变故_n	不幸_n
春娇_n	男星_n 主演_n 新片_n
田丽_np	叶静_np 陈楚河_np 牛莉_np
正定县_ns	青州市_ns 元氏县_ns 文安县_ns 灵寿县_ns 桥东区_ns 晋州市_ns 栾城县_ns 广饶县_ns 井陉县_ns 藁城市_ns 临西县_ns
著手_n	步骤_n 思路_n
林产_n	工业_n 牧业_n 茶业_n
私募_a	信托_a 短融_a 公募_a
银杏树_n	香樟树_n 杨树_n 树_n 桃树_n 国槐_n 柳树_n
偷情_v	捉奸_v 分手_v
胡加_np	孙晋芳_np 常建平_np 孙凤武_np 罗超毅_np 胡加时_np 张雄_np 李元伟_np 魏纪中_np 尚修堂_np 俞觉敏_np
罗_n
后厨_n	餐饮店_n 浴室_n 小吃店_n 厨房_n 小吃摊_n 吧台_n 操作间_n 大排档_n 餐馆_n
追根溯源_id
新县_ns	虞城_ns 新蔡县_ns 商城县_ns 桐柏_ns 郏县_ns 鲁山县_ns 淅川县_ns 武陟县_ns 鲁山_ns 息县_ns 博爱县_ns 光山县_ns
城东路_ns	东明路_ns 中原路_ns 南阳路_ns 黄河路_ns 北环路_ns 凤凰路_ns 解放西路_ns 东风路_ns 花园路_ns 新华路_ns
何蒋勇_np	李飞云_np 丁国锋_np 杨艳_np 赵小燕_np 赵晔娇_np 游春亮_np
毕志强_np	吴晓灵_np
瑞穗_nz	兴业_nz 汇丰_nz 渣打_nz 浙商_nz 星展_nz 野村_nz 中信_nz 花旗_nz 东海_nz
段红_np	郭德纲_np 安以轩_np
童车_n	摇摆机_n 用品店_n 玩具_n 五金_n
宝账户_n	持卡人_n 汇款_n 银行卡_n 帐户_n 信用卡_n 收款人_n 网银_n
洁身自好_id	堂堂正正_id 一身正气_id 两袖清风_id
胸外科_n	外科_n 普外科_n 脾胃病_n 内科_n 老年病_n
冰球_n	橄榄球_n 篮球_n 健将_n 拳击_n 棒球_n 马术_n 台球_n 羽毛球_n 保龄球_n 乒乓球_n 曲棍球_n 板球_n
兵变_v	暗杀_v 叛变_v 叛乱_v
傅德辉_np	尹弘_np 孙守刚_np 龚正_np 刘立军_np 楼阳生_np 李春明_np 孙新阳_np 叶双瑜_np
购房热_n	趋势_n
复权_v	浮亏_v
二日_t	十一日_t 十二月_t 九日_t 七月_t 六月_t 十六日_t 八日_t 三十日_t 五日_t 二十日_t 十九日_t 十七日_t 十二日_t 十三日_t 十八日_t 四日_t 六日_t 十四日_t
李克勤_np	谭咏麟_np 齐秦_np 孙楠_np 黄小琥_np 曲婉婷_np 曹格_np 张靓颖_np 萨顶顶_np 黄舒骏_np 高晓松_np
郑赛赛_np	文奇_np 扬科维奇_np 利斯基_np 张择_np 科贝尔_np Ａ－拉德万斯卡_np
梁广义_np	梁伟东_np
百善孝为先_id	忧国忧民_id
劳作_n	农忙_n 田地_n 庄稼_n
私房钱_n	老婆_n 零花钱_n 积蓄_n
阻截_v	进攻_v 逼抢_v 奔袭_v 偷袭_v
走光_v	露_v
仆人_n	二奶_n 太监_n 仇人_n
德阳市_ns	雅安市_ns 资阳市_ns
庶民_n	眼尖_n 狗_n 菜头_n 兔子_n 蝈蝈_n
昆剧_n	京剧_n 牡丹亭_n 秦腔_n 豫剧_n 舞剧_n 沪剧_n 昆曲_n
佛学院_n	交流团_n
绿色植物_id	郁郁葱葱_id 绿树成荫_id
幕布_n	茶几_n 壁炉_n 书架_n 椅子_n 圆圈_n
新退市_ns
马辉_np	韩杰杰_np 张晓琳_np 李金金_np 刘守善_np 李玉涛_np
售票点_n	售票处_n 候车厅_n 团体票_n 进站口_n 售票厅_n 车站_n 火车票_n 车票_n 代售点_n 购票_n 火车站_n
参谋_v	军演_v 反恐_v
蛇头_n	同伙_n
努尔哈赤_np
喷药_v	喷洒_v 打药_v 浇水_v 喷施_v
被业_n	被业界_n 定价_n 价格区_n
不周_a	妥当_a
品性_n	气节_n 心性_n
开化县_ns	衢州市_ns 安吉县_ns
巧立名目_id
沙田镇_ns	道滘镇_ns 万江_ns
黄孟复_np	陈宗兴_np 孙家正_np 黄龙云_np 王兆国_np 刘明康_np 陈昌智_np 陈至立_np
致贫_v	看得起_v 返贫_v
烈士纪念碑_ns
老爷爷_n	阿婆_n 小孩儿_n 老太太_n 老奶奶_n
小儿麻痹症_n	重病_n 脑梗_n 老年痴呆症_n 脑瘫_n
诏安县_ns	安溪县_ns 漳浦_ns 连城县_ns 文昌市_ns 胶南市_ns 漳浦县_ns
哈法镇_ns	哈马_ns 伊拉克_ns 特雷姆萨村_ns 霍姆斯_ns 阿勒颇_ns 拉塔基亚省_ns 特雷姆萨镇_ns
产城_n	专业镇_n 全域_n 先行区_n 高新产业_n
刘心悠_np	黄奕_np 袁咏仪_np 马国明_np 周渝民_np 张智霖_np 霍思燕_np
民族风_n	情歌_n 摇滚_n
刻度_n	外圈_n 表带_n 表圈_n 花纹_n 圆形_n 表壳_n 指针_n 灯罩_n 表盘_n 椭圆_n
绝育_v	流产_v 妊娠_v 治愈_v
潘多拉_np
芭蕾舞团_n	交响乐团_n 音乐厅_n 舞蹈家_n 歌剧_n 指挥家_n 管弦乐团_n 话剧院_n 歌剧院_n 钢琴家_n
团购价_n	折扣_n 销价_n 原价_n 特价_n 优惠价_n 团购_n 特价房_n 促销价_n 礼盒粽_n
摊档_n	商贩_n 摊贩_n 摊点_n 菜场_n 集贸市场_n 摊位_n 地摊_n
张璇_np	李威_np 杨烁_np 宁丹琳_np 田丽_np
有恃无恐_id	麻木不仁_id 唯利是图_id 利欲熏心_id
蒋晓荣_np	黄志忠_np 于荣光_np 俞胜利_np
小惠_np	赵某_np 邵某_np
吃素_a
灰白色_n	褐色_n 黑褐色_n 半圆形_n 条状_n 黄褐色_n 灰黑色_n 青色_n
榨汁_n	柠檬汁_n 红糖_n 橙汁_n 醋_n 柠檬_n 橄榄油_n
骑警_n	警察_n 探员_n 警长_n 宪兵_n 警察局_n 警署_n
宏碁_n	ＡＭＤ_n 超极本_n
妈祖_ns	鹿港_ns 湄洲岛_ns
调遣_v	待命_v 增派_v 增援_v 驻守_v 派出_v 驻扎_v 出动_v 调派_v
外战_n	谌龙_n
六朝_t	清代_t 唐代_t 明末清初_t 明清_t 南宋_t 元代_t 商代_t 汉代_t 唐宋_t 宋代_t 明代_t
受精_v	排卵_v 受孕_v
徐敏_np
超大规模_a
黑点_n	路面_n 碗口_n 石子_n
孙涛_np	韩婷_np 崔楠_np 杨洪涛_np
山坳_n	山坡_n 庄稼地_n 树桩_n
毛彪_np	于大宝_np 阿尔斯_np 唐淼_np 王永珀_np 于汉超_np 毛剑卿_np 冯仁亮_np 埃雷尔森_np 徐亮_np 王新欣_np
鬼斧神工_id	千姿百态_id 美不胜收_id
肉碱_n	芦荟_n 成分_n 旋肉碱_n
克难_v	攻坚_v
钟馗_np	刘海戏_np
对账_v	收款_v 绑定_v 开卡_v 扣费_v
存款法_n	极品_n
直销店_n	直销点_n 菜篮子_n 菜店_n 菜市场_n 菜场_n 集贸市场_n 销售点_n 农贸市场_n 生鲜_n 平价_n
网卡_n	终端_n ３Ｇ_n Ｗｉ－Ｆｉ_n 顶盒_n 路由器_n ２Ｇ_n 机顶_n 机顶盒_n ３Ｇ手机_n
王巍_np	孙波_np
梅某_np	李某_np 周某_np 熊某_np 韩某_np 王某_np 朱某_np 陈某_np 刘某_np 余某_np 张某_np
泊车_v	车载_v 倒车_v
太阳膜_n	镜架_n 车漆_n 散热器_n 车膜_n 贴膜_n 镜片_n 脚垫_n 防爆膜_n
雅鲁藏布江_ns	黄土高原_ns 天池_ns
绿化局_n	园林处_n 市容局_n 水务局_n 建设局_n 园林_n
鸪鸭行_id
泛希腊_ns
罗塞夫_np	希拉克_np 苏西洛_np 祖马_np 佩雷斯_np 亚努科维奇_np 普京_np 额勒贝格道尔吉_np 奥巴马_np 卡尔德龙_np
小学部_n	年级_n 初二_n 初一_n 初三_n 教学班_n 初中部_n 小学_n 高中部_n 学校_n 初中_n 中学_n
近战_n	暗器_n 防御力_n 招式_n 法术_n 生命值_n 术士_n 近身_n 弓手_n 法力_n 肉盾_n 攻击力_n
野田_nz	读卖新闻_nz
丙肝_n	并发症_n 癌症_n 疾病_n 糖尿病_n 肥胖症_n 乳腺癌_n 脑卒_n
安全锤_n	电蚊_n 手电筒_n 救生锤_n 贴膜_n
南某_np	刘某_np 张某_np 蒋某_np 陈某_np 高某_np
魔扣_n	ｈｔｍ_n
飞秒_n	内窥镜_n 准分子_n 胸腔镜_n 激光_n 磁共振_n
宝基金_n	支付宝_n 宝公司_n 持卡人_n 转托管＂_n 宝账户_n 网银_n 宝＂_n 户名_n
肴麋行_n	髅肴_n 慀肴_n 猡肴_n 鞘颊行_n 磷肴_n 颊朦_n 鸵肴_n 襁鸵行_n 孪骇_n 髻肴_n
星云_n	行星_n 彗星_n 太阳系_n 天体_n
榔头_n	硬物_n 钳子_n 钢杆_n 木棒_n 锤子_n 扳手_n 铁锤_n 铁棍_n 螺丝刀_n
杨虎城_np	项英_np 罗瑞卿_np 薄一波_np 陈锡联_np 罗荣桓_np 邵力子_np 阎锡山_np
造反派_n	警卫员_n
工程处_n	园林处_n 园林局_n 管理处_n 航务_n 市政局_n 市容局_n 项目部_n 市政_n 管理所_n
交通线_n	铁路线_n 干线_n 城际_n 路网_n 交通网_n 线网_n 主干线_n
就事论事_id	上纲上线_id
浮动费率_n	福利性_n 年金_n 营销员_n
人保部_n	人社部_n
非典型_a
唐纳德_np	理查德_np 安德烈_np 艾伦_np 爱德华兹_np 布莱恩_np 托马斯_np 贝克_np 威尔逊_np
叫法_n	写法_n 意思_n 称谓_n 区别_n 称呼_n 西方人_n
银质_n	金质_n 铜质_n 扇面_n 纯金_n 图案_n 纪念币_n
财贸_n	文学院_n 管理系_n 学院_n 邮电_n 农学院_n 客座教授_n 经济系_n 哲学系_n 研究生部_n 培训部_n 经济学部_n
艰苦卓绝_id	保家卫国_id 风雨同舟_id 丰功伟绩_id 不屈不挠_id
东四环_ns	江汉路_ns 立水桥_ns 东直门_ns 天通苑_ns 东三环_ns 后湖_ns 亦庄_ns 东四_ns
坛洛镇_ns	河池市_ns 上饶县_ns 西乡塘区_ns
勉强_v	想想_v 了_v
家用车_n	小型车_n 车型_n 指南者_n 逸致_n ＳＵＶ_n 瑞麒Ｘ_n 思铭_n Ｃ级车_n 荣威_n
功法_n	武学_n 招式_n 竞技性_n 格斗_n 剑术_n 趣味_n
弟媳_n	姑姑_n 儿子_n 弟弟_n 母亲_n 妹妹_n 丈夫_n 前夫_n 妻子_n
说说笑笑_v	回家_v 看著_v
抬价_v	串通_v 开价_v 压价_v
碰擦_v	刮擦_v 相撞_v 刮蹭_v 爆胎_v 追撞_v 撞_v 追尾_v
白兰地_n	全脂_n 干红_n 牛奶_n 果酒_n
中庸_n	特质_n 风格_n 个性_n
招引_v	引才_v 入驻_v 培育_v 集聚_v
孜孜以求_id	永无止境_id
赵娟_np	田兴春_np 潘跃_np 秦华_np 董宇_np 谢磊_np
赛马会_n	庆典_n 书展_n 马场_n 大球场_n
空账_v	失衡_v 亏空_v 兜底_v
空中楼阁_id
上饶县_ns	慈利县_ns 涿州市_ns 南丰县_ns 佳县_ns 婺源县_ns 府谷_ns 广丰县_ns
老酒_n	酒品_n 茶具_n 收藏品_n 紫砂壶_n 酒标_n 珍品_n 酒_n 品鉴_n 黑茶_n
终身制_n	政德_n 一把手_n 政绩_n 公示制_n
眼色_n
工兵_n	任务区_n 战士_n 部队_n 工程兵_n
痛心疾首_id	匪夷所思_id
旧社会_n	血泪_n 一生_n 父辈_n
旗子_n
红杉_n
近角_n	弧线球_n 头球_n 前点_n 皮球_n 禁区_n
娇羞_a	甜美_a 俏丽_a 妩媚_a 温柔_a 娇俏_a 清纯_a 温婉_a
十一日_t	十二月_t 九日_t 二日_t 十一月_t 六月_t 十六日_t 八日_t 三十日_t 五日_t 二十日_t 十二日_t 十九日_t 十七日_t 七月_t 十三日_t 十八日_t 四日_t 六日_t 十四日_t
震网_n	蠕虫_n 艾滋病毒_n 病原体_n 网络战_n 黑客_n 病毒_n
盲目性_n	根本_n 弊端_n
紫荆山_ns	北环_ns 金水路_ns 嵩山路_ns 解放路_ns 人民路_ns
存世_v	收藏_v
白光_n
深深的_a	无言_a 孤寂_a 无比_a 深深_a
查车_v	协警_v 纠违_v 拦停_v 逃窜_v 设卡_v 截停_v 盘查_v
专利局_n	产权局_n 专利_n 商标局_n 版权局_n 测绘局_n 保密局_n
浅薄_a	肤浅_a
龙华_ns	红谷滩_ns 越秀区_ns 城南_ns 城北_ns 槐荫_ns 包河_ns 城东_ns 坪山_ns
旧城_n	核心区_n 老城_n 片区_n 棚户区_n 旧城区_n 老城区_n 新城区_n 旧区_n
斩钉截铁_id	不以为然_id 直截了当_id 直言不讳_id
秦海璐_np	安以轩_np 彭于晏_np 李小冉_np 黄奕_np 李晨_np 柳岩_np
丈量_v	征用_v 平整_v
张茜_np	老公_np
诫勉_a	县处级_a
纳吉布_np	英拉_np 奥廷加_np 张志贤_np 吉拉德_np 王岐山_np 瓦塔拉_np 洪森_np
差生_n	奥数_n 家长_n 低年级_n 升学率_n 高三_n
大仙_n	娘娘_n
南湾湖_ns	太阳岛_ns 云台山_ns 赤山_ns 五大连池_ns
花束_n	丝巾_n 公仔_n 花环_n 哈达_n 丝带_n 绸缎_n 彩带_n 款款_n 鲜花_n
警察署_n	渔船_n 警备队_n
Ｊｅａｎ_np
鞋城_n	舰店_n
京畿道_ns	坎大哈省_ns 黑海_ns
伊春市_ns	哈尔滨市_ns 延吉市_ns 双城市_ns 黑河市_ns 黑龙江省_ns 鸡西市_ns
害处_n	食物_n 误区_n 药性_n 减肥者_n 高脂_n 好处_n 益处_n
周而复始_id	循环往复_id
张晓松_np	王优玲_np 赵晓辉_np 王希_np 孙铁翔_np 胡浩_np 朱剑红_np 刘辰瑶_np 鲍丹_np 江国成_np
李咏_np	杨钰莹_np 曹可凡_np 董卿_np 陈鲁豫_np
健力宝_nz	华润_nz 宝洁_nz 五芳斋_nz
不可告人_id	见不得人_id 形形色色_id
诘问_v	嘲讽_v 约架_v 拍砖_v 非议_v 质疑_v 议论_v
农卡_n	贷款_n 贴息贷款_n 无息贷款_n 小额_n 互助社_n 信用社_n 信贷员_n 额_n 农信社_n 单户_n
健康权_n	受害方_n 名誉权_n 公民_n 肖像权_n 人身权_n 财产_n
交通卡_n	ＩＣ卡_n 银联卡_n 市民卡_n 白金卡_n 通卡_n 柜面_n
监督处_n	监督局_n 法规处_n 监管处_n 人事处_n 监察室_n 稽查局_n 监督科_n
黑斑_n	斑_n 黄瓜汁_n 暗疮_n 色斑_n 皮肤_n 表皮_n 粉刺_n
清亮_a	淡雅_a 透亮_a 柔和_a 柔滑_a 淡淡的_a 醇厚_a
天伦_nz	金科_nz 金地_nz 远大_nz 魏桥_nz 金马_nz
抽水机_n	抽水泵_n 泵_n 水泵_n 沙袋_n
禽畜_n	家禽_n 病害_n 甘蔗_n 畜禽_n 饲草_n
克拉克_ns
艺校_n
徐晨_np	赵芸蕾_np 柴飚_np 田卿_np 郭振东_np 李龙大_np 傅海峰_np 马晋_np 王晓理_np
茅草_n	土房_n 瓦房_n 山墙_n 土坯_n 砖瓦房_n 庭院_n 老屋_n
五环路_n	地段_n
梅_np	孙_np 李_np 金_np 张_np 刘_np 徐_np
联勤_v	联动_v 协同_v 联防_v 巡防_v 网格化_v 治超_v 上下联动_v
国歌声_n	观礼台_n 义勇军_n 五星红旗_n
调升_v	上调_v 低于_v 调增_v
鱼片_n	排骨_n
底楼_n	楼顶_n 顶楼_n 阳台_n 居民楼_n 单元门_n 地下室_n 楼_n 楼道_n 住户_n 楼层_n 单元楼_n
高庄村_ns	高家村_ns 莱芜市_ns
补植_v	栽种_v 整地_v 栽植_v 绿化_v 管护_v 截污_v 造林_v
黄珊汕_np	张秀云_np 董栋_np 陆春龙_np 何雯娜_np 戴小祥_np
